id,listing_url,name,description,view,neighborhood_overview,picture_url,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,location
5963368,https://www.airbnb.com/rooms/5963368,Nearæ± è¢‹-Trad. JP. villa w/ free wifi,"Our house is a villa with 4 floors. Guest Room on 1f and 3f, hosts' bedrooms on 2f, 4f is a terrace.<br />Our villa is located about 7 minutes walking time from Kami-Iatabashi Station. It takes 10 minutes from Ikebukuro Station.","Nearæ± è¢‹-Trad. JP. villa w/ free wifiOur house is a villa with 4 floors. Guest Room on 1f and 3f, hosts' bedrooms on 2f, 4f is a terrace.<br />Our villa is located about 7 minutes walking time from Kami-Iatabashi Station. It takes 10 minutes from Ikebukuro Station.","The people  living around  are almost settled down, older people, who like a quiet and peaceful environment. Even it is Tokyo though, it seems like a contradiction to the busy streets of Ikebukuro or Shibuya, which are only 15 min away by subway.",https://a0.muscache.com/pictures/82480076/1829196d_original.jpg,35.7646,139.66835,Private room in villa,3,2,2 shared baths,1,1,"[""Hangers"", ""Carbon monoxide alarm"", ""Bathtub"", ""Shower gel"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Body soap"", ""Hot water kettle"", ""Fast wifi \u2013 177 Mbps"", ""Conditioner"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Kitchen"", ""Washer"", ""Lock on bedroom door"", ""Hot tub"", ""Dishes and silverware"", ""Microwave""]",9371,44,2,0,4.75,4.77,4.8,4.91,4.93,4.67,4.64,t,0.38,Tokyo
2602722,https://www.airbnb.com/rooms/2602722,ï¼Šæ–°å®¿ãƒ»å¤§ä¹…ä¿å¾’æ­©åœå†… ã‚³ãƒ³ãƒ“ãƒ‹å¾’æ­©1åˆ† å±‹ä¸Šã‹ã‚‰å¤œæ™¯ãƒ“ãƒ¥ãƒ¼ No2 ãƒ‰ãƒŸãƒˆãƒªãƒ¼ãƒ«ãƒ¼ãƒ ,"â— About our Shinjuku Sharehouse â—<br />This Room are SHARING with other guests <br />Good location <br />Walking distance of Korean Town <br />Golden Gai & Kabukicho.<br />Don Quijote (24 hour Super market) and Convenience store<br /><br />â— Facility â—<br />Free Wi-Fi <br />Digital Keypad door lock<br /><br />â˜… Kitchen<br />Microwave,Refrigerator<br />Tableware <br />Pot (coffee & tea)<br /><br />â˜… Bathroom<br />*Shampoo <br />Body Soap <br />Washing machine <br />Hair dryer<br />Towel<br /><br />â˜… Bedroom â˜…<br /> Digital Keypad door lock <br /> 8 Beds with Futons <br /> Extra Sofa Bed ( For peak seasons )","ï¼Šæ–°å®¿ãƒ»å¤§ä¹…ä¿å¾’æ­©åœå†… ã‚³ãƒ³ãƒ“ãƒ‹å¾’æ­©1åˆ† å±‹ä¸Šã‹ã‚‰å¤œæ™¯ãƒ“ãƒ¥ãƒ¼ No2 ãƒ‰ãƒŸãƒˆãƒªãƒ¼ãƒ«ãƒ¼ãƒ â— About our Shinjuku Sharehouse â—<br />This Room are SHARING with other guests <br />Good location <br />Walking distance of Korean Town <br />Golden Gai & Kabukicho.<br />Don Quijote (24 hour Super market) and Convenience store<br /><br />â— Facility â—<br />Free Wi-Fi <br />Digital Keypad door lock<br /><br />â˜… Kitchen<br />Microwave,Refrigerator<br />Tableware <br />Pot (coffee & tea)<br /><br />â˜… Bathroom<br />*Shampoo <br />Body Soap <br />Washing machine <br />Hair dryer<br />Towel<br /><br />â˜… Bedroom â˜…<br /> Digital Keypad door lock <br /> 8 Beds with Futons <br /> Extra Sofa Bed ( For peak seasons )",Good access<br />10 minutes walk from JR Shin-Okubo Station<br />15 minutes walk from JR Shinjuku<br />4 minutes walk from Higashi Shinjuku Station<br /><br />Good location<br />Walking distance of popular Korean Town and Golden Gai & Kabukicho.<br />3 minutes walk to Don Quijote (24 hour supermarket)<br />1 minute walk to the convenience store,https://a0.muscache.com/pictures/miso/Hosting-2602722/original/259a92f6-ef23-4e0d-9fd4-f84dbf530e47.jpeg,35.69848,139.70433,Shared room in rental unit,8,1,1 shared bath,1,8,"[""Hangers"", ""Central air conditioning"", ""Exterior or entryway security camera present"", ""Coffee"", ""Bed linens"", ""Freezer"", ""Carbon monoxide alarm"", ""Paid parking lot off premises"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""City skyline view"", ""Room-darkening shades"", ""Bidet"", ""Free washer \u2013 In building"", ""Essentials"", ""Hair dryer"", ""Smoking allowed"", ""Body soap"", ""Shared patio or balcony"", ""Dining table"", ""Cleaning products"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Hot water kettle"", ""Gas stove"", ""Fast wifi \u2013 188 Mbps"", ""Central heating"", ""Books and reading material"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Elevator"", ""Kitchen"", ""27 inch TV"", ""Host greets you"", ""Dishes and silverware"", ""Microwave""]",6751,193,18,3,4.83,4.82,4.77,4.95,4.98,4.83,4.83,f,1.47,Tokyo
2803972,https://www.airbnb.com/rooms/2803972,11mins to Fussa station by train and 6mins walk!,You can have an wonderful experience of Japan staying in Tokyo. You can also learn Japanese culture and language. And the room has a small restroom (a shower and a toilet) and is separated from ours which provides good privacy and great for easy access.,11mins to Fussa station by train and 6mins walk!You can have an wonderful experience of Japan staying in Tokyo. You can also learn Japanese culture and language. And the room has a small restroom (a shower and a toilet) and is separated from ours which provides good privacy and great for easy access.,"""Mt.Takao""<br />""Shouwa Memorial Park""<br />ã€ŒAkishima Hot Springs â€œYura no satoâ€ã€",https://a0.muscache.com/pictures/miso/Hosting-2803972/original/69b7c0aa-b7d7-4c1d-bb42-c185153fdc85.jpeg,35.70561,139.37975,Entire guest suite,2,,1 bath,1,,"[""Hangers"", ""Heating"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Lockbox"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Hot water"", ""Window AC unit"", ""Cooking basics"", ""Kitchen"", ""Gym"", ""Private entrance"", ""Dishes and silverware"", ""Self check-in""]",,42,6,0,4.67,4.81,4.45,4.83,4.9,4.41,4.68,f,0.36,Tokyo
2839061,https://www.airbnb.com/rooms/2839061,"#1 Discover local life, culture & People/Work desk","Hi, this is Toshi, an English speaker. Welcome to this neighborhood and my home. This area, called YaNeSen(Yanaka, Sendagi, Nezu), has preserved the charm as creating a contrast of old and new at the same time. It's because of the tendency to re-purpose older buildings rather than rebuilding. My home is a big house in good condition even located in central Tokyo. I manage this house as enjoying sharing life. In a word, the best place to feel local life in Tokyo.","#1 Discover local life, culture & People/Work deskHi, this is Toshi, an English speaker. Welcome to this neighborhood and my home. This area, called YaNeSen(Yanaka, Sendagi, Nezu), has preserved the charm as creating a contrast of old and new at the same time. It's because of the tendency to re-purpose older buildings rather than rebuilding. My home is a big house in good condition even located in central Tokyo. I manage this house as enjoying sharing life. In a word, the best place to feel local life in Tokyo.","Super convenient location to get around Tokyo. <br />6 min walk from the nearest subway station. <br />A gate area to central Tokyo from airport. <br /><br />Here is a remaining authentic downtown in Tokyo. A quiet neighborhood with one of the most vivid local market street in Tokyo, beautiful sakura-lined cemetery, plenty of temples, old and new indie cafes, restaurants, shops and stalls, some of which have passed down through generations, and art galleries, etc. All of them are within 1-15 mins walking distance. So now here attracts both Japanese and foreigner visitors so much. Just lovely area.<br /><br />- Local shopping street, Yanaka Ginza (10 mins walk) <br />- Yanaka Cemetery (10 mins walk) <br />- Ueno Park (15 mins walk) <br />- University of Tokyo (15 mins walk)<br />- 24/7 convenience store (5 min walk)<br />- Supermarket (6 min walk) <br />- Drugstores (3 min walk)",https://a0.muscache.com/pictures/56bf01c0-d70a-4f11-af01-5d916bb8b77c.jpg,35.72035,139.76445,Private room in home,2,2,2 shared baths,1,1,"[""Baking sheet"", ""Coffee maker"", ""Hangers"", ""Heating"", ""Exterior or entryway security camera present"", ""Coffee"", ""Bed linens"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Patio or balcony"", ""Shampoo"", ""Stove"", ""Fire extinguisher"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Free washer \u2013 In building"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Wine glasses"", ""Oven"", ""Body soap"", ""Iron"", ""Dining table"", ""Shared hot tub"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Blender"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Conditioner"", ""Smart lock"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Cooking basics"", ""Toaster"", ""Kitchen"", ""AC - split type ductless system"", ""Portable fans"", ""Dishes and silverware"", ""Microwave""]",14955,123,16,1,4.91,4.93,4.87,4.91,4.98,4.89,4.88,f,1.06,Tokyo
2867835,https://www.airbnb.com/rooms/2867835,Cozy Apartment 2 Min Walk from Takenotsuka,"Discover the perfect blend of convenience and comfort in this charming apartment, ideally situated just a 2-minute walk from Takenotsuka Station. With quick and easy access to Tokyo's vibrant central districts, you can explore Ueno in just 20 minutes and reach the stylish streets of Ginza in 40 minutes by train. Whether you're commuting for work or exploring the city's attractions, this apartment offers the ideal home base.","Cozy Apartment 2 Min Walk from TakenotsukaDiscover the perfect blend of convenience and comfort in this charming apartment, ideally situated just a 2-minute walk from Takenotsuka Station. With quick and easy access to Tokyo's vibrant central districts, you can explore Ueno in just 20 minutes and reach the stylish streets of Ginza in 40 minutes by train. Whether you're commuting for work or exploring the city's attractions, this apartment offers the ideal home base.",Takenotsuka is a residential district of Adachi Ward in the northeast section of Tokyo.  <br /><br />Food is easy to find as the neighborhood has convenience store and supermarket nearby. Also within walking distance are local restaurants and independent shops.,https://a0.muscache.com/pictures/37350048/31eaa6ca_original.jpg,35.79124,139.79102,Entire rental unit,4,1,1 bath,1,3,"[""Hangers"", ""Heating"", ""Freezer"", ""Self check-in"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Kitchenette"", ""Hair dryer"", ""Air conditioning"", ""Body soap"", ""Iron"", ""Cleaning products"", ""Other induction stove"", ""Keypad"", ""Hot water kettle"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Cooking basics"", ""TV"", ""Toaster"", ""Washer"", ""Dishes and silverware"", ""Microwave""]",14577,12,2,0,4.42,4.5,4.67,4.75,4.58,4.58,4.42,f,0.1,Tokyo
2883497,https://www.airbnb.com/rooms/2883497,æ±äº¬ä¸‹ç”ºç”Ÿæ´»,"You will be able to access easily to the place that you want to go in Tokyo. Especially, the nearest art gallery, museum, and zoo in Ueno-park are able to go by walk. Also you are able to take a walk to Yanaka where there are many temples.","æ±äº¬ä¸‹ç”ºç”Ÿæ´»You will be able to access easily to the place that you want to go in Tokyo. Especially, the nearest art gallery, museum, and zoo in Ueno-park are able to go by walk. Also you are able to take a walk to Yanaka where there are many temples.","When you are staying in this home, you and your family will be able to access easily to the place that you want to go in Tokyo. Especially, the nearest art gallery, museum, and zoo in Ueno-park are able to go by walk. Also you are able to take a walk to Yanaka where there are many temples.<br />There are supermarket near this house and able to cook with Japanese ingredients. Please enjoy the dishes with the Japanese tableware.",https://a0.muscache.com/pictures/2f390c2b-0cdf-46a5-8a7b-d7869d301b7f.jpg,35.72208,139.78049,Hut,6,1,1 bath,2,6,"[""Paid parking off premises"", ""Coffee maker"", ""Hangers"", ""Heating"", ""Bed linens"", ""Shampoo"", ""Stove"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Pocket wifi"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""TV"", ""Kitchen"", ""Washer"", ""Host greets you"", ""Dishes and silverware"", ""Microwave""]",27457,322,33,0,4.71,4.82,4.73,4.92,4.83,4.8,4.72,f,2.51,Tokyo
2883753,https://www.airbnb.com/rooms/2883753,Cozy 2-Min Walk to Takenotsuka â€“ Explore Tokyo,"Welcome to your perfect Tokyo retreat! This cozy apartment is just a 2-minute walk from Takenotsuka Station, with shopping district where you can shop for daily life. Enjoy seamless access to Tokyoâ€™s vibrant central districts:<br /><br />Ueno: Only 20 minutes away<br /><br />Akihabara: Reach in 30 minutes<br /><br />Ginza: Just 40 minutes by train<br /><br /> Donki (Don Quixote)<br /><br />Daiso (100 yen)<br /><br />Whether you're here for sightseeing or business, this apartment offers an ideal base to explore Tokyo effortlessly.","Cozy 2-Min Walk to Takenotsuka â€“ Explore TokyoWelcome to your perfect Tokyo retreat! This cozy apartment is just a 2-minute walk from Takenotsuka Station, with shopping district where you can shop for daily life. Enjoy seamless access to Tokyoâ€™s vibrant central districts:<br /><br />Ueno: Only 20 minutes away<br /><br />Akihabara: Reach in 30 minutes<br /><br />Ginza: Just 40 minutes by train<br /><br /> Donki (Don Quixote)<br /><br />Daiso (100 yen)<br /><br />Whether you're here for sightseeing or business, this apartment offers an ideal base to explore Tokyo effortlessly.",Takenotsuka is a residential district of Adachi Ward in the northeast section of Tokyo.  <br />Food is easy to find as the neighborhood has convenience store and supermarket nearby. Also within walking distance are local restaurants and independent shops.<br />,https://a0.muscache.com/pictures/37351729/955c7160_original.jpg,35.79136875,139.7920472,Entire rental unit,4,1,1 bath,1,3,"[""Heating"", ""Freezer"", ""Self check-in"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""Wifi"", ""Kitchenette"", ""Hair dryer"", ""Air conditioning"", ""Body soap"", ""Iron"", ""Cleaning products"", ""Other induction stove"", ""Keypad"", ""Hot water kettle"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Cooking basics"", ""TV"", ""Toaster"", ""Washer"", ""Dishes and silverware"", ""Microwave""]",14577,7,2,1,4.43,4.71,4.43,4.71,4.71,4.43,4.71,f,0.09,Tokyo
2883869,https://www.airbnb.com/rooms/2883869,Charming Studio Near Takenotsuka Station,"Welcome to your cozy home away from home! This charming studio apartment is just a quick 2-minute walk from Takenotsuka Station, placing you in the heart of a vibrant neighborhood filled with shops, restaurants, and entertainment options. Whether you're here for business or leisure, you'll love the convenience of our location, offering easy train access to Tokyo's top attractions: Ueno (20 minutes), Akihabara (30 minutes), and Ginza (40 minutes)","Charming Studio Near Takenotsuka StationWelcome to your cozy home away from home! This charming studio apartment is just a quick 2-minute walk from Takenotsuka Station, placing you in the heart of a vibrant neighborhood filled with shops, restaurants, and entertainment options. Whether you're here for business or leisure, you'll love the convenience of our location, offering easy train access to Tokyo's top attractions: Ueno (20 minutes), Akihabara (30 minutes), and Ginza (40 minutes)",Takenotsuka is a residential district of Adachi Ward in the northeast section of Tokyo.  <br /><br />Food is easy to find as the neighborhood has convenience store and supermarket nearby. Also within walking distance are local restaurants and independent shops<br />,https://a0.muscache.com/pictures/48813146/787a1739_original.jpg,35.79166,139.79285,Entire rental unit,1,1,1 bath,1,1,"[""Hangers"", ""Heating"", ""Freezer"", ""Self check-in"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Smoke alarm"", ""Wifi"", ""Kitchenette"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Body soap"", ""Iron"", ""Cleaning products"", ""Other induction stove"", ""Hot water kettle"", ""Smart lock"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Cooking basics"", ""TV"", ""Toaster"", ""Private patio or balcony"", ""Dishes and silverware"", ""Microwave""]",7735,12,5,0,4.75,4.92,4.83,5,4.83,4.25,4.33,f,0.1,Tokyo
3085134,https://www.airbnb.com/rooms/3085134,"""HirooHouse""3Rm, 6 guests, 2minWalk/HIROO Stn.","Find us on Instagram! @tokyovacationstay<br />GRAND CENTRAL LOCATION<br />2LDK (3 Room) well anointed, Japanese home/6 guests/2min walk/HIROO STATN.<br />PRIME neighborhood-HIROO, the most sought after address in Tokyo.CHECK ATTACHED MAPS,&READ REVIEWS. <br />1min train to ROPPONGI statn ( Hibiya line ). SHIBUYA HARAJUKU super close,(5-10min bus ride). Shinjuku 9 min train ride from Roppongi Stn<br />Home wifi,pocket wifi, NETFLIX, family friendly , baby cribs&high chair,hairdryer etc. Super quiet  neighborhood","""HirooHouse""3Rm, 6 guests, 2minWalk/HIROO Stn.Find us on Instagram! @tokyovacationstay<br />GRAND CENTRAL LOCATION<br />2LDK (3 Room) well anointed, Japanese home/6 guests/2min walk/HIROO STATN.<br />PRIME neighborhood-HIROO, the most sought after address in Tokyo.CHECK ATTACHED MAPS,&READ REVIEWS. <br />1min train to ROPPONGI statn ( Hibiya line ). SHIBUYA HARAJUKU super close,(5-10min bus ride). Shinjuku 9 min train ride from Roppongi Stn<br />Home wifi,pocket wifi, NETFLIX, family friendly , baby cribs&high chair,hairdryer etc. Super quiet  neighborhood","ACCORDING TO WIKIPEDIA :- ""HIROO IS ONE OF THE MOST PROMINENT UPMARKET RESIDENTIAL AND SHOPPING NEIGHBORHOOD IN TOKYO"". Here you have it.  Literally about 200 steps to Hiroo station and less to the ""ShotenGai"" (Hiroo Village). HIROO is the most sought after address in Tokyo by foreign expats and wealthy Japanese. Hiroo has the best of both West and East with a popular large picturesque park/garden area of Arisugawa Gardens near by. Hiroo offers great central Tokyo location, and the house is only 2 minute walk from the station, in a back street in a very quiet neighborhood. Shops, restaurants, bars, taxis, a large park, a huge supermarket very few minutes away.",https://a0.muscache.com/pictures/41718200/73afcdee_original.jpg,35.65174,139.72175,Entire home,6,1.5,1.5 baths,2,4,"[""Paid parking off premises"", ""Coffee maker"", ""Hangers"", ""Heating"", ""Bed linens"", ""Patio or balcony"", ""Baby safety gates"", ""Shampoo"", ""First aid kit"", ""Crib"", ""Fire extinguisher"", ""Stove"", ""Smoke alarm"", ""Pocket wifi"", ""Wifi"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Air conditioning"", ""Oven"", ""Iron"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Pets allowed"", ""Kitchen"", ""High chair"", ""Washer"", ""Babysitter recommendations"", ""Private entrance"", ""Hot tub"", ""Host greets you"", ""Dishes and silverware"", ""Microwave""]",57429,162,19,0,4.75,4.73,4.72,4.91,4.93,4.96,4.52,f,1.26,Tokyo
5979941,https://www.airbnb.com/rooms/5979941,"7min to Station, Japanese style room, Free WiFi","Hostel Hana-An is located in Tokyo's downtown area, Katsushika Kanamachi.<br />The House is typical Japanese house built in the Showa era (1926-1989).<br /><br />This room is private room. (Toilet & Shower booth are shared.)<br />This room is Japanese style. (Japanese Tatami & Japanese Tokonoma)<br />This room has max 4 Japanese Futon beds.<br /><br />you can easily access from...<br />â˜†Narita Airport, About 90min, 920 yen.<br />â˜†Haneda Airport, About 75min, 840 yen.<br />â˜†Tokyo Station, About 40min, 390 yen.","7min to Station, Japanese style room, Free WiFiHostel Hana-An is located in Tokyo's downtown area, Katsushika Kanamachi.<br />The House is typical Japanese house built in the Showa era (1926-1989).<br /><br />This room is private room. (Toilet & Shower booth are shared.)<br />This room is Japanese style. (Japanese Tatami & Japanese Tokonoma)<br />This room has max 4 Japanese Futon beds.<br /><br />you can easily access from...<br />â˜†Narita Airport, About 90min, 920 yen.<br />â˜†Haneda Airport, About 75min, 840 yen.<br />â˜†Tokyo Station, About 40min, 390 yen.","""Hostel Hana An"" is located in typical Japanese shopping street.<br />There are â€œSentoâ€(Japanese style public bath), restaurant and popular noodle restaurant in the shopping street.<br />Recently there are more fashionable cafes near â€œHostel Hana Anâ€.<br /><br />â€œShibamataâ€ is the town known in famous movie series named â€œOtoko ha tsuraiyoâ€.<br />â€œDaikyo-ji templeâ€ known as â€œShibamata Taishakutenâ€ is very crowded in fair.<br />There is â€œYagiri no watashiâ€ on the â€œEdogawa riverâ€ in behind the temple.<br />â€œShibamataâ€ is the next station of â€œKeisei Kanamachiâ€.<br /><br />It is a 15-minute bicycle ride to the largest scale park in Tokyo named â€œMizumoto Parkâ€.<br />Near the Mizumoto Park, there is ""Shibarare-Jizo""(Jizo bound with rope). Shibarare-Jizo has collected faith since the Edo period.<br />(There are 2 free rental bicycles.)",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTk3OTk0MQ%3D%3D/original/bf10d98b-9e37-4244-95a8-7c32edcccb6b.jpeg,35.76776,139.86466,Private room in home,4,1,1 shared bath,1,4,"[""Hangers"", ""Heating - split type ductless system"", ""Coffee"", ""Bed linens"", ""Freezer"", ""Paid parking lot off premises"", ""Single level home"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Long term stays allowed"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Body soap"", ""Dishes and silverware"", ""Iron"", ""Shared patio or balcony"", ""Bikes"", ""Dining table"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Fully fenced"", ""Fast wifi \u2013 281 Mbps"", ""Hot water kettle"", ""Clothing storage: closet"", ""Conditioner"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Kitchen"", ""AC - split type ductless system"", ""Host greets you"", ""Courtyard view"", ""Microwave""]",10343,42,2,0,4.81,4.83,4.76,4.83,4.88,4.45,4.76,f,0.36,Tokyo
6050643,https://www.airbnb.com/rooms/6050643,"Residential area, Peaceful Traditional House 3","Peaceful and spacious traditional Japanese old house in Tokyo. Like a cinema. With TOTORO's mountain & big lake!! <br />You can use this house all only for you.<br />5 rooms,kitchen and bathroom.<br /><br />* Only 5 minutes walk!*<br />Amusement park <br />Water park<br />Skating rink<br />Two train stations (Seibuen & Seibu Yuenchi)<br />Super Market <br />Some cafes restaurant enough for be calm <br />Flower park<br />20000 Cherry Blossoms<br /><br />*SHINJUKU 35 minute by train *<br />the same price will be charged for small children also","Residential area, Peaceful Traditional House 3Peaceful and spacious traditional Japanese old house in Tokyo. Like a cinema. With TOTORO's mountain & big lake!! <br />You can use this house all only for you.<br />5 rooms,kitchen and bathroom.<br /><br />* Only 5 minutes walk!*<br />Amusement park <br />Water park<br />Skating rink<br />Two train stations (Seibuen & Seibu Yuenchi)<br />Super Market <br />Some cafes restaurant enough for be calm <br />Flower park<br />20000 Cherry Blossoms<br /><br />*SHINJUKU 35 minute by train *<br />the same price will be charged for small children also","ãƒ»Beautiful TOTORO's mountains (5 minute walk from our house) <br /><br />ãƒ»Big lakes (5 min walk)<br /><br />ãƒ»Beautiful bamboo and lake view cafe <br />(you can see photo at listing)  (8 min walk)<br /><br />ãƒ»Chinese restraint overlooking lake  (8 min walk)<br /><br />ãƒ»Tiny Japanese tea salon next paddy fields (12 min walk) <br /><br />ãƒ»Japanese noodle UDON restaurant in the field<br /><br />ãƒ»Temple of national treasure (15 min walk)<br /><br />ãƒ»Amusement park(8 min walk)<br />  Pool<br />  Skating link<br />  Ferris wheel<br /><br />ãƒ»SEIBUEN station (terminal station of bus and train)and SEIBUYUNCHI station (terminal station)<br />5 minutes walk from our house.<br /><br />In front of the station No convenience store,any shop. <br />But Only 3 mins walk from North Exit of SEIBUEN station,we have supermarket.<br /><br />ãƒ»Supermarket <br />(8 min walk from our house (PHONE NUMBER HIDDEN))<br />   Bakery<br />   Drugstore<br />   Flower sho(URL HIDDEN) 100 yen shop<br /><br />ãƒ»5 minutes by",https://a0.muscache.com/pictures/77364325/1925f15f_original.jpg,35.76676,139.44505,Hut,9,1,1 bath,2,2,"[""Hangers"", ""Valley view"", ""Heating"", ""Bed linens"", ""Garden view"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Lake view"", ""Shampoo"", ""Outdoor playground"", ""First aid kit"", ""Fire extinguisher"", ""Stove"", ""Outdoor furniture"", ""Long term stays allowed"", ""Host greets you"", ""City skyline view"", ""Room-darkening shades"", ""Smoke alarm"", ""Bidet"", ""Wifi"", ""Essentials"", ""Resort access"", ""Outdoor dining area"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Wine glasses"", ""Air conditioning"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Lake access"", ""Children\u2019s dinnerware"", ""Body soap"", ""Children\u2019s bikes"", ""Iron"", ""Dishes and silverware"", ""Oven"", ""Dining table"", ""Bikes"", ""Cleaning products"", ""Extra pillows and blankets"", ""Exercise equipment"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Hot water kettle"", ""Dedicated workspace"", ""Conditioner"", ""Park view"", ""Books and reading material"", ""Refrigerator"", ""Rice maker"", ""Hot water"", ""Cooking basics"", ""Toaster"", ""Free parking on premises"", ""Kitchen"", ""High chair"", ""Washer"", ""Private entrance"", ""Drying rack for clothing"", ""Private patio or balcony"", ""Clothing storage"", ""Courtyard view"", ""Microwave""]",30000,72,8,0,4.94,4.88,4.85,4.9,4.93,4.76,4.83,f,0.61,Tokyo
6164909,https://www.airbnb.com/rooms/6164909,Room203 Ikebukuro is 5 min by train,"203 Room Nonsmoker only.<br />This room is small 4m2.<br />Backpacker style room.<br />Smokers can't stay.<br />It is Share House.<br />House is a 3 minute from Jujo Station by walking.<br />2 Shower Room, 2 toilet, kitchen is the other guests share.<br />This room is small 4m2.","Room203 Ikebukuro is 5 min by train203 Room Nonsmoker only.<br />This room is small 4m2.<br />Backpacker style room.<br />Smokers can't stay.<br />It is Share House.<br />House is a 3 minute from Jujo Station by walking.<br />2 Shower Room, 2 toilet, kitchen is the other guests share.<br />This room is small 4m2.","The house is a 3-minute from Jujo Station by walk.<br />It is very close from the  ""Jujo"" station .",https://a0.muscache.com/pictures/cf56d352-bb5a-4ff8-b37e-b12389a88d84.jpg,35.75788,139.72151,Private room in home,1,2,2 shared baths,1,1,"[""Hangers"", ""Central air conditioning"", ""Heating"", ""Fast wifi \u2013 129 Mbps"", ""Stove"", ""Fire extinguisher"", ""Smoke alarm"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""Shared patio or balcony"", ""Refrigerator"", ""Hot water"", ""Cooking basics"", ""Washer \u2013\u00a0In building"", ""Kitchen"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Microwave""]",7000,85,10,0,4.29,4.6,4.19,4.55,4.47,4.59,4.53,f,0.72,Tokyo
