id,location,latitude,longitude
10991109.0,New Jersey,40.724545,-74.03591
11144719.0,New Jersey,40.724545,-74.03591
11497428.0,New Jersey,40.71871,-74.04462
13545641.0,New Jersey,40.721886,-74.036446
13546158.0,New Jersey,40.721886,-74.036446
13624908.0,New Jersey,40.75426,-74.04458
13634025.0,New Jersey,40.75313,-74.04469
13955869.0,New Jersey,40.75073,-74.04889
13961481.0,New Jersey,40.72841,-74.06902
13994516.0,New Jersey,40.724545,-74.03591
14023614.0,New Jersey,40.721886,-74.036446
14398322.0,New Jersey,40.72028,-74.04694
15132128.0,New Jersey,40.73799841,-74.05402638
15157180.0,New Jersey,40.721886,-74.036446
15159153.0,New Jersey,40.721886,-74.036446
15159490.0,New Jersey,40.721886,-74.036446
15161132.0,New Jersey,40.721886,-74.036446
15406114.0,New Jersey,40.71924,-74.04119
15495642.0,New Jersey,40.724545,-74.035912
15984253.0,New Jersey,40.73656,-74.0541
16039551.0,New Jersey,40.71647,-74.04622
16100238.0,New Jersey,40.73764,-74.05078
16207328.0,New Jersey,40.68797,-74.09351
16569074.0,New Jersey,40.7361572,-74.05263717
16768628.0,New Jersey,40.73804,-74.0517
16965564.0,New Jersey,40.71349,-74.03892
17122499.0,New Jersey,40.7434,-74.05907
17185572.0,New Jersey,40.73216,-74.05622
17272807.0,New Jersey,40.75073,-74.04889
17287440.0,New Jersey,40.74991,-74.03936
17317408.0,New Jersey,40.71941,-74.04303
17368610.0,New Jersey,40.72259,-74.04606
17464142.0,New Jersey,40.73172,-74.05582
17478644.0,New Jersey,40.73279,-74.05625
17513105.0,New Jersey,40.71861,-74.04148
17587004.0,New Jersey,40.73297,-74.0561
18359238.0,New Jersey,40.74203,-74.05828
18388155.0,New Jersey,40.724545,-74.035912
18444319.0,New Jersey,40.724545,-74.035912
18445468.0,New Jersey,40.72825,-74.05444
18584159.0,New Jersey,40.72955,-74.04197
19412223.0,New Jersey,40.72363281,-74.04303741
19451087.0,New Jersey,40.724545,-74.03591
19566341.0,New Jersey,40.71103,-74.07169
19633811.0,New Jersey,40.72994031,-74.05794783
19841658.0,New Jersey,40.72368,-74.06736
20432924.0,New Jersey,40.74677,-74.05054
20476965.0,New Jersey,40.74832,-74.04987
20665345.0,New Jersey,40.74655,-74.05093
20742928.0,New Jersey,40.72021,-74.08522
20912287.0,New Jersey,40.71667,-74.08158
20944256.0,New Jersey,40.72624,-74.07753
21030895.0,New Jersey,40.72093,-74.04394
21074894.0,New Jersey,40.7112,-74.0719
21596630.0,New Jersey,40.75806,-74.04781
21596787.0,New Jersey,40.71318,-74.03949
21609413.0,New Jersey,40.73969,-74.05044
21753229.0,New Jersey,40.72053,-74.04864
21754019.0,New Jersey,40.71625,-74.04267
21826420.0,New Jersey,40.724545,-74.035912
21858483.0,New Jersey,40.724545,-74.035912
21861598.0,New Jersey,40.724545,-74.035912
21863860.0,New Jersey,40.724545,-74.035912
21864224.0,New Jersey,40.71421,-74.04304
21865313.0,New Jersey,40.724545,-74.035912
21877277.0,New Jersey,40.724545,-74.035912
21878207.0,New Jersey,40.724545,-74.035912
21969733.0,New Jersey,40.7479,-74.05105
22193662.0,New Jersey,40.74913,-74.05022
22790239.0,New Jersey,40.72727,-74.07918
22791970.0,New Jersey,40.721886,-74.036446
22956815.0,New Jersey,40.72058,-74.04834
23199523.0,New Jersey,40.724545,-74.035912
23199965.0,New Jersey,40.72455,-74.03591
23231832.0,New Jersey,40.7132,-74.09209
23252244.0,New Jersey,40.72706,-74.04263
23352168.0,New Jersey,40.73629,-74.06526
23359316.0,New Jersey,40.72719,-74.04968
23378308.0,New Jersey,40.75119,-74.04807
23791896.0,New Jersey,40.73138,-74.05914
23809128.0,New Jersey,40.73132,-74.05905
23836134.0,New Jersey,40.73133703,-74.05873698
23843034.0,New Jersey,40.73132,-74.05905
23860237.0,New Jersey,40.73138,-74.05914
23860596.0,New Jersey,40.73132,-74.05905
23872195.0,New Jersey,40.72499,-74.04518
23897095.0,New Jersey,40.73138,-74.05914
23905194.0,New Jersey,40.73178,-74.05989
23957017.0,New Jersey,40.732,-74.06009
24186040.0,New Jersey,40.73174,-74.06013
24539308.0,New Jersey,40.724545,-74.03591
24539844.0,New Jersey,40.724545,-74.03591
24540481.0,New Jersey,40.73053,-74.05799
24887443.0,New Jersey,40.75832,-74.05055
25054850.0,New Jersey,40.74334,-74.05683
25122936.0,New Jersey,40.72404,-74.06503
25225510.0,New Jersey,40.74817,-74.04672
25373709.0,New Jersey,40.72393021,-74.04916303
26038001.0,New Jersey,40.75034,-74.04474
26108361.0,New Jersey,40.71281,-74.07941
26127300.0,New Jersey,40.71362,-74.07731
26199055.0,New Jersey,40.71271,-74.0792
26231740.0,New Jersey,40.71266,-74.07855
26294491.0,New Jersey,40.71324,-74.07709
26395486.0,New Jersey,40.7163,-74.03797
26561798.0,New Jersey,40.71991,-74.04745
27081601.0,New Jersey,40.75207,-74.05006
27257632.0,New Jersey,40.71612,-74.03732
27262062.0,New Jersey,40.75029,-74.03999
27573315.0,New Jersey,40.71844,-74.0832
27785634.0,New Jersey,40.72467,-74.04415
28108085.0,New Jersey,40.72579,-74.07709
28365323.0,New Jersey,40.73359,-74.05598
28696645.0,New Jersey,40.755,-74.04475
28741254.0,New Jersey,40.72316,-74.06663
29225127.0,New Jersey,40.72362,-74.06705
29283523.0,New Jersey,40.73201,-74.06834
29429454.0,New Jersey,40.71561,-74.07963
29465085.0,New Jersey,40.71863,-74.04315
29467855.0,New Jersey,40.72589,-74.06318
29479790.0,New Jersey,40.71184,-74.07261
29611127.0,New Jersey,40.73705,-74.06696
29611159.0,New Jersey,40.73816,-74.0647
29647965.0,New Jersey,40.72686,-74.05096
29657628.0,New Jersey,40.73843,-74.05202
29684991.0,New Jersey,40.74855,-74.05751
30131200.0,New Jersey,40.75037,-74.04194
30256779.0,New Jersey,40.72683,-74.07816
30308280.0,New Jersey,40.71473,-74.06831
30317627.0,New Jersey,40.73213,-74.05876
30360443.0,New Jersey,40.70043,-74.07663
30592230.0,New Jersey,40.71562,-74.04053
31253851.0,New Jersey,40.72235,-74.0862
31623297.0,New Jersey,40.71951,-74.04915
31744835.0,New Jersey,40.71082,-74.06228
31838179.0,New Jersey,40.73272,-74.05712
32023756.0,New Jersey,40.7226,-74.05003
32109411.0,New Jersey,40.75419,-74.04607
32163086.0,New Jersey,40.72036,-74.08357
32167689.0,New Jersey,40.75014,-74.05355
32184871.0,New Jersey,40.73928,-74.05072
32444722.0,New Jersey,40.71026,-74.07574
32585640.0,New Jersey,40.71047,-74.07466
32920464.0,New Jersey,40.68913,-74.09756
32940293.0,New Jersey,40.75072,-74.04895
33008764.0,New Jersey,40.72935,-74.08192
33069868.0,New Jersey,40.73105,-74.05966
33452821.0,New Jersey,40.74879,-74.04255
33548058.0,New Jersey,40.70976,-74.07518
33871665.0,New Jersey,40.71132,-74.07532
34226414.0,New Jersey,40.71767,-74.06854
34885928.0,New Jersey,40.70968,-74.07627
34937379.0,New Jersey,40.73866,-74.05204
35078177.0,New Jersey,40.72075,-74.06618
35165304.0,New Jersey,40.71844,-74.04456
35182944.0,New Jersey,40.73017,-74.05838
35270822.0,New Jersey,40.72302,-74.04326
35347300.0,New Jersey,40.75124,-74.05016
35533490.0,New Jersey,40.72168,-74.06844
35535786.0,New Jersey,40.72133,-74.06962
35538046.0,New Jersey,40.72062,-74.06929
35538177.0,New Jersey,40.71975,-74.06879
35915254.0,New Jersey,40.71134,-74.07335
35946369.0,New Jersey,40.73101,-74.05452
36112853.0,New Jersey,40.75031,-74.05846
36112856.0,New Jersey,40.74631,-74.0494
36112858.0,New Jersey,40.7487,-74.0589
36112863.0,New Jersey,40.74587,-74.05037
36489107.0,New Jersey,40.74803,-74.05241
36510596.0,New Jersey,40.7225,-74.06694
37143670.0,New Jersey,40.72527,-74.0434
37480718.0,New Jersey,40.74439,-74.05889
37572610.0,New Jersey,40.71865,-74.09038
37613420.0,New Jersey,40.74713,-74.05662
37777141.0,New Jersey,40.73331,-74.07062
38385809.0,New Jersey,40.74387,-74.04599
38520126.0,New Jersey,40.72888,-74.05608
38726575.0,New Jersey,40.74334,-74.05647
38893792.0,New Jersey,40.724545,-74.03591
38893817.0,New Jersey,40.724545,-74.03591
38893845.0,New Jersey,40.724545,-74.03591
38893880.0,New Jersey,40.724545,-74.03591
38893984.0,New Jersey,40.724545,-74.03591
38894011.0,New Jersey,40.724545,-74.03591
38894038.0,New Jersey,40.724545,-74.03591
38894067.0,New Jersey,40.724545,-74.03591
38894116.0,New Jersey,40.724545,-74.03591
38931011.0,New Jersey,40.72493,-74.04212
38955850.0,New Jersey,40.72331,-74.04829
39156332.0,New Jersey,40.71548,-74.04122
39272059.0,New Jersey,40.7278,-74.07818
39288901.0,New Jersey,40.76009,-74.05274
39388727.0,New Jersey,40.75582,-74.04763
39466390.0,New Jersey,40.71577,-74.07313
39647791.0,New Jersey,40.73618,-74.0527
39649425.0,New Jersey,40.71709,-74.06657
39672668.0,New Jersey,40.71819,-74.08384
40027577.0,New Jersey,40.72291,-74.08494
40149989.0,New Jersey,40.69975,-74.08583
40203994.0,New Jersey,40.73077,-74.05872
40284675.0,New Jersey,40.74537,-74.05184
40351313.0,New Jersey,40.74839,-74.04248
40374359.0,New Jersey,40.74465,-74.05337
40430742.0,New Jersey,40.712,-74.07898
40446418.0,New Jersey,40.72724,-74.04807
40446639.0,New Jersey,40.7121,-74.07893
40509878.0,New Jersey,40.73639,-74.06448
40514195.0,New Jersey,40.71327,-74.07799
40533520.0,New Jersey,40.71369,-74.07713
40539410.0,New Jersey,40.71403,-74.07923
40619399.0,New Jersey,40.74509,-74.05137
40657449.0,New Jersey,40.71645,-74.04279
40885483.0,New Jersey,40.7464,-74.04301
41506534.0,New Jersey,40.75232,-74.04578
41665951.0,New Jersey,40.69789,-74.0874
42075992.0,New Jersey,40.74537,-74.05142
42631516.0,New Jersey,40.74194,-74.04586
42683148.0,New Jersey,40.74562,-74.05115
42923312.0,New Jersey,40.7154,-74.073
42928639.0,New Jersey,40.75118,-74.04893
43015524.0,New Jersey,40.71929,-74.07921
43275558.0,New Jersey,40.7216,-74.0463
43496148.0,New Jersey,40.724545,-74.03591
43496231.0,New Jersey,40.724545,-74.03591
43859927.0,New Jersey,40.74941,-74.05204
44178226.0,New Jersey,40.69205,-74.08961
44248807.0,New Jersey,40.69374,-74.08928
44392208.0,New Jersey,40.73141,-74.05646
44494860.0,New Jersey,40.74109,-74.04331
44912942.0,New Jersey,40.74928,-74.05169
45050146.0,New Jersey,40.72078,-74.04501
45491753.0,New Jersey,40.71924,-74.0412
45491808.0,New Jersey,40.72004,-74.04098
45491826.0,New Jersey,40.7199,-74.04308
45491898.0,New Jersey,40.71877,-74.04152
45491935.0,New Jersey,40.71846,-74.0416
45609107.0,New Jersey,40.72669,-74.05919
45638179.0,New Jersey,40.71769,-74.08768
45718366.0,New Jersey,40.71389,-74.03654
45754267.0,New Jersey,40.7289,-74.06599
45770573.0,New Jersey,40.71253,-74.07728
45781477.0,New Jersey,40.72208786,-74.07262421
45926100.0,New Jersey,40.71889,-74.0699
46082552.0,New Jersey,40.72443,-74.04582
46143648.0,New Jersey,40.71737,-74.078
46194410.0,New Jersey,40.72443,-74.04582
46336681.0,New Jersey,40.72456,-74.04499
46487603.0,New Jersey,40.71912,-74.04168
47111933.0,New Jersey,40.72468,-74.04659
47270123.0,New Jersey,40.72357,-74.05198
47427924.0,New Jersey,40.72218,-74.05667
47924556.0,New Jersey,40.72927,-74.06658
47933074.0,New Jersey,40.7187,-74.04279
48066207.0,New Jersey,40.72569,-74.04243
48102980.0,New Jersey,40.72898,-74.05505
48134106.0,New Jersey,40.72468,-74.04698
48488222.0,New Jersey,40.71729,-74.07772
49052823.0,New Jersey,40.75854,-74.05211
49184875.0,New Jersey,40.75825,-74.05353
49516165.0,New Jersey,40.719322,-74.044212
49533796.0,New Jersey,40.72943115,-74.07047272
49618728.0,New Jersey,40.72051,-74.04082
49656902.0,New Jersey,40.74991,-74.04238
49738116.0,New Jersey,40.75693,-74.05158
49756430.0,New Jersey,40.7453,-74.05517
49792802.0,New Jersey,40.73545,-74.05329
49858908.0,New Jersey,40.73205,-74.05684
49896566.0,New Jersey,40.7156,-74.07788
50021372.0,New Jersey,40.75743,-74.05309
50023623.0,New Jersey,40.71967,-74.04224
50312486.0,New Jersey,40.72792,-74.06601
50332003.0,New Jersey,40.72291,-74.06645
50396826.0,New Jersey,40.71842194,-74.06903076
50469202.0,New Jersey,40.69362,-74.09442
50540200.0,New Jersey,40.71757,-74.06761
50658261.0,New Jersey,40.69677,-74.10249
51027578.0,New Jersey,40.71054,-74.07288
51061074.0,New Jersey,40.69504,-74.09554
51130031.0,New Jersey,40.72143,-74.03432
51277757.0,New Jersey,40.7289,-74.06409
51335344.0,New Jersey,40.74687,-74.05941
51450133.0,New Jersey,40.72833,-74.03942
51510428.0,New Jersey,40.69991,-74.07805
51582920.0,New Jersey,40.72233,-74.04893
51624498.0,New Jersey,40.72432,-74.04417
51685876.0,New Jersey,40.75112,-74.04143
51909087.0,New Jersey,40.7307,-74.05837
51942864.0,New Jersey,40.7293,-74.05731
52128842.0,New Jersey,40.72529,-74.04514
52208070.0,New Jersey,40.69963,-74.09815
52318257.0,New Jersey,40.74975,-74.04131
52428983.0,New Jersey,40.72766,-74.04012
52446142.0,New Jersey,40.70121,-74.07786
52469017.0,New Jersey,40.741,-74.04491
52469062.0,New Jersey,40.718552,-74.042931
52484451.0,New Jersey,40.72346,-74.04999
52564407.0,New Jersey,40.73259,-74.07098
52596768.0,New Jersey,40.724163,-74.046257
52666655.0,New Jersey,40.71737,-74.04762
52813921.0,New Jersey,40.68924,-74.09567
52829126.0,New Jersey,40.73407,-74.03978
53067391.0,New Jersey,40.72652,-74.03947
53112982.0,New Jersey,40.72376,-74.07007
53114882.0,New Jersey,40.7536,-74.04425
53165971.0,New Jersey,40.70931,-74.08831
53171311.0,New Jersey,40.70198,-74.09053
53229396.0,New Jersey,40.71482,-74.0784
53396821.0,New Jersey,40.70307,-74.08592
53483328.0,New Jersey,40.72519,-74.04906
53488396.0,New Jersey,40.69629,-74.10442
53662385.0,New Jersey,40.71108,-74.06508
53680280.0,New Jersey,40.72855,-74.04399
53787161.0,New Jersey,40.742,-74.06292
53798736.0,New Jersey,40.7448,-74.05854
53924839.0,New Jersey,40.72901,-74.06732
54104214.0,New Jersey,40.71892,-74.05012
54142070.0,New Jersey,40.74979,-74.04986
54211155.0,New Jersey,40.7487,-74.05752
54266337.0,New Jersey,40.71907,-74.03676
54272536.0,New Jersey,40.729374,-74.081848
54318657.0,New Jersey,40.70948,-74.08374
54320464.0,New Jersey,40.70864,-74.08388
54320472.0,New Jersey,40.70938,-74.08403
5.38e+17,New Jersey,40.69496,-74.09534
5.48e+17,New Jersey,40.72121,-74.04225
5.49e+17,New Jersey,40.75072098,-74.0489502
5.52e+17,New Jersey,40.71631,-74.04734
5.55e+17,New Jersey,40.71207,-74.06538
5.56e+17,New Jersey,40.74472,-74.05145
5.57e+17,New Jersey,40.71168,-74.07185
5.58e+17,New Jersey,40.7224587,-74.0354331
5.59e+17,New Jersey,40.70404,-74.07495
5.59e+17,New Jersey,40.734753,-74.062813
5.6e+17,New Jersey,40.71257,-74.07063
5.65e+17,New Jersey,40.74473,-74.04983
5.68e+17,New Jersey,40.71231,-74.0724
5.73e+17,New Jersey,40.74616,-74.05939
5.81e+17,New Jersey,40.74652,-74.06078
5.81e+17,New Jersey,40.74608,-74.06087
5.83e+17,New Jersey,40.7404691,-74.043954
5.89e+17,New Jersey,40.75441,-74.04777
6e+17,New Jersey,40.74795,-74.03941
6.01e+17,New Jersey,40.71857,-74.07888
6.09e+17,New Jersey,40.72968,-74.05742
6.1e+17,New Jersey,40.73239,-74.05821
6.13e+17,New Jersey,40.72787,-74.07098
6.14e+17,New Jersey,40.73148,-74.07408
6.17e+17,New Jersey,40.74871,-74.04408
6.19e+17,New Jersey,40.70619,-74.08088
6.23e+17,New Jersey,40.75029,-74.04124
6.29e+17,New Jersey,40.70947,-74.08847
6.31e+17,New Jersey,40.72372,-74.04602
6.31e+17,New Jersey,40.7454,-74.04895
6.46e+17,New Jersey,40.73354,-74.05715
6.48e+17,New Jersey,40.72136,-74.08545
6.59e+17,New Jersey,40.7362,-74.06517
6.59e+17,New Jersey,40.7378,-74.06718
6.59e+17,New Jersey,40.73549,-74.06687
6.59e+17,New Jersey,40.73578,-74.06708
6.59e+17,New Jersey,40.73552,-74.06545
6.61e+17,New Jersey,40.73577,-74.06559
6.61e+17,New Jersey,40.73723,-74.06649
6.61e+17,New Jersey,40.73606,-74.06665
6.65e+17,New Jersey,40.75279,-74.04399
6.66e+17,New Jersey,40.75138,-74.053
6.67e+17,New Jersey,40.73492,-74.05022
6.7e+17,New Jersey,40.71748,-74.08001
6.71e+17,New Jersey,40.70183,-74.07743
6.71e+17,New Jersey,40.713224,-74.05824
6.81e+17,New Jersey,40.735,-74.05379
6.86e+17,New Jersey,40.7448,-74.06127
6.92e+17,New Jersey,40.73891,-74.05314
6.96e+17,New Jersey,40.74203,-74.05524
6.96e+17,New Jersey,40.69212,-74.09076
6.99e+17,New Jersey,40.7271652,-74.0639996
7.08e+17,New Jersey,40.70668,-74.0988
7.1e+17,New Jersey,40.72068,-74.08927
7.12e+17,New Jersey,40.71767,-74.04499
7.15e+17,New Jersey,40.71239,-74.05749
7.16e+17,New Jersey,40.72332,-74.04976
7.2e+17,New Jersey,40.71586,-74.08065
7.2e+17,New Jersey,40.7152,-74.08012
7.27e+17,New Jersey,40.71579,-74.08062
7.27e+17,New Jersey,40.72563,-74.07112
7.32e+17,New Jersey,40.69066,-74.0908
7.33e+17,New Jersey,40.75769,-74.05164
7.34e+17,New Jersey,40.72652,-74.05831
7.4e+17,New Jersey,40.73212,-74.06029
7.41e+17,New Jersey,40.7163642,-74.0794995
7.41e+17,New Jersey,40.74312,-74.04486
7.44e+17,New Jersey,40.75494,-74.04591
7.44e+17,New Jersey,40.74993,-74.04488
7.45e+17,New Jersey,40.74277,-74.05833
7.5e+17,New Jersey,40.72291,-74.04195
7.51e+17,New Jersey,40.74604,-74.05073
7.51e+17,New Jersey,40.75022,-74.05317
7.52e+17,New Jersey,40.6982,-74.08962
7.53e+17,New Jersey,40.7233122,-74.0442955
7.57e+17,New Jersey,40.72119,-74.05069
7.61e+17,New Jersey,40.72293,-74.04634
7.69e+17,New Jersey,40.71928553,-74.06911814
7.77e+17,New Jersey,40.7243325,-74.0437382
7.78e+17,New Jersey,40.73118,-74.07372
7.78e+17,New Jersey,40.72952,-74.07282
7.8e+17,New Jersey,40.69246,-74.09019
7.81e+17,New Jersey,40.7189,-74.06823
7.81e+17,New Jersey,40.71242841,-74.07236508
7.82e+17,New Jersey,40.71722,-74.08302
7.91e+17,New Jersey,40.71446311,-74.07126379
7.93e+17,New Jersey,40.71068535,-74.07154323
7.95e+17,New Jersey,40.70018,-74.08075
7.96e+17,New Jersey,40.72805,-74.06171
7.96e+17,New Jersey,40.74937,-74.04533
7.96e+17,New Jersey,40.72035,-74.07085
7.98e+17,New Jersey,40.72941,-74.06654
8.01e+17,New Jersey,40.71947,-74.05059
8.04e+17,New Jersey,40.74785,-74.04762
8.05e+17,New Jersey,40.7541,-74.0476
8.05e+17,New Jersey,40.75319,-74.04701
8.07e+17,New Jersey,40.71997363,-74.0384464
8.11e+17,New Jersey,40.72957,-74.07356
8.12e+17,New Jersey,40.74043,-74.05259
8.12e+17,New Jersey,40.73993,-74.0536
8.13e+17,New Jersey,40.73857,-74.05375
8.15e+17,New Jersey,40.73898,-74.05305
8.17e+17,New Jersey,40.72438,-74.04685
8.2e+17,New Jersey,40.72894,-74.07459
8.26e+17,New Jersey,40.7204,-74.03837
8.26e+17,New Jersey,40.719185,-74.044009
8.29e+17,New Jersey,40.72159,-74.04311
8.3e+17,New Jersey,40.72401,-74.04917
8.33e+17,New Jersey,40.73696113,-74.05065581
8.34e+17,New Jersey,40.70142,-74.07785
8.38e+17,New Jersey,40.71138,-74.07951
8.38e+17,New Jersey,40.71434,-74.08831
8.38e+17,New Jersey,40.71504,-74.08905
8.41e+17,New Jersey,40.71649,-74.08753
8.41e+17,New Jersey,40.71691,-74.08743
8.42e+17,New Jersey,40.70366,-74.09679
8.45e+17,New Jersey,40.74512,-74.06156
8.46e+17,New Jersey,40.7207,-74.03431
8.46e+17,New Jersey,40.7497,-74.04717
8.5e+17,New Jersey,40.71593,-74.07374
8.52e+17,New Jersey,40.73678,-74.05189
8.54e+17,New Jersey,40.72095,-74.03437
8.54e+17,New Jersey,40.72095,-74.03437
8.54e+17,New Jersey,40.72095,-74.03437
8.54e+17,New Jersey,40.72095,-74.03437
8.58e+17,New Jersey,40.71431,-74.07127
8.58e+17,New Jersey,40.74893,-74.05388
8.6e+17,New Jersey,40.71809,-74.04451
8.63e+17,New Jersey,40.71681,-74.08919
8.7e+17,New Jersey,40.71562,-74.07235
8.71e+17,New Jersey,40.73313,-74.07217
8.72e+17,New Jersey,40.74829,-74.03994
8.72e+17,New Jersey,40.74685,-74.05096
8.73e+17,New Jersey,40.6898481,-74.091224
8.74e+17,New Jersey,40.72267,-74.0749
8.76e+17,New Jersey,40.72551,-74.04611
8.79e+17,New Jersey,40.74982,-74.04452
8.8e+17,New Jersey,40.71859192,-74.04466668
8.8e+17,New Jersey,40.71094,-74.07477
8.84e+17,New Jersey,40.72469,-74.06534
8.85e+17,New Jersey,40.73136,-74.07013
8.88e+17,New Jersey,40.69078,-74.09033
8.88e+17,New Jersey,40.68921,-74.09051
8.88e+17,New Jersey,40.6892,-74.092
8.88e+17,New Jersey,40.72643,-74.07978
8.89e+17,New Jersey,40.69092,-74.09183
8.9e+17,New Jersey,40.68907,-74.09044
8.9e+17,New Jersey,40.69032,-74.09186
8.91e+17,New Jersey,40.73099,-74.05844
8.93e+17,New Jersey,40.70977,-74.06049
8.93e+17,New Jersey,40.70001,-74.09776
8.94e+17,New Jersey,40.70567,-74.09084
8.95e+17,New Jersey,40.75532,-74.04711
8.97e+17,New Jersey,40.7249168,-74.0486983
8.99e+17,New Jersey,40.74948,-74.04452
9.03e+17,New Jersey,40.71045,-74.06002
9.03e+17,New Jersey,40.75888,-74.0499
9.1e+17,New Jersey,40.70969,-74.07558
9.13e+17,New Jersey,40.7211999,-74.0847538
9.13e+17,New Jersey,40.7102926,-74.107528
9.16e+17,New Jersey,40.69087,-74.08894
9.18e+17,New Jersey,40.71548,-74.08201
9.2e+17,New Jersey,40.7061094,-74.0762987
9.2e+17,New Jersey,40.70493,-74.0773
9.2e+17,New Jersey,40.72095,-74.03437
9.2e+17,New Jersey,40.72095,-74.03437
9.22e+17,New Jersey,40.73377,-74.0775
9.22e+17,New Jersey,40.7109,-74.07275
9.25e+17,New Jersey,40.72214,-74.07936
9.25e+17,New Jersey,40.70768,-74.07472
9.3e+17,New Jersey,40.70967,-74.06746
9.31e+17,New Jersey,40.70981,-74.07492
9.31e+17,New Jersey,40.7328,-74.06843
9.32e+17,New Jersey,40.72194,-74.05053
9.33e+17,New Jersey,40.70541,-74.07523
9.35e+17,New Jersey,40.71835,-74.08283
9.36e+17,New Jersey,40.69272,-74.09027
9.38e+17,New Jersey,40.7509,-74.04897
9.4e+17,New Jersey,40.74546,-74.05295
9.44e+17,New Jersey,40.72223,-74.03591
9.45e+17,New Jersey,40.72831,-74.05534
9.47e+17,New Jersey,40.71546915,-74.07308646
9.48e+17,New Jersey,40.71488,-74.08686
9.48e+17,New Jersey,40.71521,-74.08711
9.48e+17,New Jersey,40.71518,-74.08884
9.48e+17,New Jersey,40.71609,-74.08848
9.48e+17,New Jersey,40.71558,-74.08874
9.52e+17,New Jersey,40.73433,-74.05377
9.55e+17,New Jersey,40.74058,-74.05223
9.56e+17,New Jersey,40.74153,-74.0465
9.56e+17,New Jersey,40.72946,-74.06676
9.6e+17,New Jersey,40.70502,-74.08765
9.6e+17,New Jersey,40.72063,-74.04893
9.6e+17,New Jersey,40.71943,-74.04815
9.63e+17,New Jersey,40.74093,-74.05675
9.63e+17,New Jersey,40.7209,-74.04544
9.63e+17,New Jersey,40.74697,-74.05042
9.64e+17,New Jersey,40.7093,-74.07166
9.64e+17,New Jersey,40.70918,-74.07272
9.64e+17,New Jersey,40.70891,-74.07315
9.67e+17,New Jersey,40.74335,-74.04653
9.72e+17,New Jersey,40.7328685,-74.0715719
9.73e+17,New Jersey,40.73744,-74.04681
9.73e+17,New Jersey,40.72085,-74.06703
9.76e+17,New Jersey,40.70631,-74.07741
9.76e+17,New Jersey,40.7072992,-74.0744703
9.78e+17,New Jersey,40.69351,-74.08331
9.81e+17,New Jersey,40.74609,-74.05089
9.82e+17,New Jersey,40.73247,-74.07532
9.84e+17,New Jersey,40.72882,-74.04407
