id,listing_url,name,description,view,neighborhood_overview,picture_url,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,location
16207328,https://www.airbnb.com/rooms/16207328,"Pristine 3 Bedrooms, w/parking. Close to NYC","3 bedrooms, 1 bath. Living, dining room, fully equipped kitchen. Private parking, additional free street parking. Super fast Wi-Fi. Work desks<br /><br />Free Washer/Dryer inside on ground level<br /><br />~10 minutes walk to train station. 25 minutes to downtown New York City â€œWorld Trade Center <br /><br />~ 8 miles to Newark airport. ~15 minutes drive depending on traffic conditions<br /><br />~ 33 miles to JFK airport. About 1 hour drive. Heavy traffic to/from JFK is common-Public transportation available","Pristine 3 Bedrooms, w/parking. Close to NYC3 bedrooms, 1 bath. Living, dining room, fully equipped kitchen. Private parking, additional free street parking. Super fast Wi-Fi. Work desks<br /><br />Free Washer/Dryer inside on ground level<br /><br />~10 minutes walk to train station. 25 minutes to downtown New York City â€œWorld Trade Center <br /><br />~ 8 miles to Newark airport. ~15 minutes drive depending on traffic conditions<br /><br />~ 33 miles to JFK airport. About 1 hour drive. Heavy traffic to/from JFK is common-Public transportation available",Tree lined and quite street,https://a0.muscache.com/pictures/miso/Hosting-16207328/original/bc70c89b-aa74-4e40-9760-fbb652b0e7e8.jpeg,40.68797,-74.09351,Entire condo,6,1,1 bath,3,3,"[""Free dryer \u2013 In building"", ""BBQ grill"", ""Room-darkening shades"", ""Whirlpool gas stove"", ""Ethernet connection"", ""Hot water"", ""Fast wifi \u2013 790 Mbps"", ""Dining table"", ""Shared patio or balcony"", ""Conditioner"", ""Free washer \u2013 In building"", ""Refrigerator"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Coffee"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Free parking on premises"", ""Outdoor furniture"", ""Heating"", ""Clothing storage: closet"", ""Baking sheet"", ""Bed linens"", ""Fire extinguisher"", ""Private entrance"", ""Smart lock"", ""Wine glasses"", ""Toaster"", ""Dishwasher"", ""Hangers"", ""Body soap"", ""First aid kit"", ""Hot water kettle"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Oven"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Ceiling fan"", ""Essentials"", ""Shower gel"", ""Microwave"", ""65 inch HDTV with premium cable, Amazon Prime Video, Netflix"", ""Window AC unit"", ""Coffee maker"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Rice maker"", ""Kitchen"", ""Cooking basics""]",224,159,26,2,4.75,4.76,4.83,4.91,4.93,4.45,4.71,f,1.86,New Jersey
16236208,https://www.airbnb.com/rooms/16236208,"Mi casa, su casa (My home is your home)","My place is close to PATH Station, Express Pizza Place, Liquor Store, Laundry Place, Bus Stop to Midtown, Indian St., Leonard Gordon Park, White Castle, Rajbhog, Patel Brothers, Apna Bazar, 5 Corners JC Public Library .<br /><br />We speak Bangla, Hindi, Konkani, Spanish and understand Punjabi, & Gujrati.","Mi casa, su casa (My home is your home)My place is close to PATH Station, Express Pizza Place, Liquor Store, Laundry Place, Bus Stop to Midtown, Indian St., Leonard Gordon Park, White Castle, Rajbhog, Patel Brothers, Apna Bazar, 5 Corners JC Public Library .<br /><br />We speak Bangla, Hindi, Konkani, Spanish and understand Punjabi, & Gujrati.","Quiet neighborhood. Free street parking. Cleaning regulations apply, Sticker/Visitor-Permission NOT NEEDED for prolonged parking. (Street Cleaning rules apply for alternate days except Wednesday & weekend.",https://a0.muscache.com/pictures/miso/Hosting-16236208/original/0a835715-91f6-4c6e-a0af-e6714031088d.jpeg,40.74371,-74.05994,Private room in rental unit,3,1,1 bath,2,2,"[""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Wifi"", ""Hot water"", ""Clothing storage: walk-in closet"", ""Dining table"", ""Hair dryer"", ""Long term stays allowed"", ""Free washer \u2013 In unit"", ""Heating"", ""Coffee maker: espresso machine"", ""Blender"", ""Bed linens"", ""Portable fans"", ""Dishwasher"", ""Hangers"", ""TV"", ""Iron"", ""Dishes and silverware"", ""Cleaning products"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Essentials"", ""Central air conditioning"", ""Microwave"", ""Kitchen"", ""Bathtub"", ""Barbecue utensils"", ""Cooking basics"", ""Books and reading material""]",642,0,0,0,0,0,0,0,0,0,0,f,,New Jersey
16569074,https://www.airbnb.com/rooms/16569074,Furnished BED+BATH super close to NYC on train,"Low high-rise full amenities building short walk from JSQ PATH station. Train goes both to midtown and downtown NYC on separate tracks . Extremely safe community surrounded by owner owned vistorian homes<br /><br />A very clean & large furnished bedroom , full size bed, office desk ,office chair, book shelf, full length mirror, arm chair, bookshelf, laundry bag, Temp Adjustable central AC/Heating Unit. In-unit laundry. Very Quiet Ambience.","Furnished BED+BATH super close to NYC on trainLow high-rise full amenities building short walk from JSQ PATH station. Train goes both to midtown and downtown NYC on separate tracks . Extremely safe community surrounded by owner owned vistorian homes<br /><br />A very clean & large furnished bedroom , full size bed, office desk ,office chair, book shelf, full length mirror, arm chair, bookshelf, laundry bag, Temp Adjustable central AC/Heating Unit. In-unit laundry. Very Quiet Ambience.","Modern residences across the 300-acre community, which is home to 15,000 people, feature spacious, light-filled apartments with stunning views of the Manhattan skyline. Residences feature open layouts with hardwood floors, oversized windows, 24-hour doorman services, parking and laundry facilities. Several buildings include a variety of amenities including a rooftop lounge, screening room, fitness center, and childrenâ€™s playroom.<br /><br />Along the waterfront, you will find the communityâ€™s signature waterfront park, featuring the only urban beach on the Hudson River.  In the summer, it also hosts events exclusively for residents, including outdoor movie screenings, live concerts and festivals. And also features eight sleek corporate office towers comprising nearly six million square feet of Class A office space.<br /><br /><br />There is a supermarket outside the complex (Morton Williams) which is open daily from 6am-12 midnight. Duane Reade is around the corner, and a delicous bubbl",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTY1NjkwNzQ%3D/original/b3229c1e-75aa-45b3-a78b-3136cfcadfac.jpeg,40.7361572,-74.05263717,Private room in rental unit,2,1,1 shared bath,1,1,"[""City skyline view"", ""Wifi"", ""Hot water"", ""Washer"", ""Conditioner"", ""Refrigerator"", ""Lock on bedroom door"", ""Hair dryer"", ""Shampoo"", ""Trash compactor"", ""Heating"", ""Freezer"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Toaster"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""Iron"", ""Dedicated workspace"", ""Air conditioning"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Smoke alarm"", ""Bathtub""]",78,3,0,0,5,5,5,4.67,5,5,5,f,0.03,New Jersey
16768628,https://www.airbnb.com/rooms/16768628,Amazing Private Room Near NYC #1,"PLEASE READ ENTIRE LISTING.<br /><br />Buses to Manhattan 2 blocks away. Path Train 20 min to NYC, only a few miles to Statue of Liberty Ferry & Newark Int. Airport. <br /><br />About 20 minutes from American Dream Mall, MetLife Stadium, Legoland, Nickelodeon Universe Theme Park, and Sea Life Aquarium. This comfortable private room is mainly created for non-complicated and friendly people.<br /><br />We Offer: Small private room with bunk bed. Full (double) bed & twin (single) bed to accommodate 1 to 3 guests.","Amazing Private Room Near NYC #1PLEASE READ ENTIRE LISTING.<br /><br />Buses to Manhattan 2 blocks away. Path Train 20 min to NYC, only a few miles to Statue of Liberty Ferry & Newark Int. Airport. <br /><br />About 20 minutes from American Dream Mall, MetLife Stadium, Legoland, Nickelodeon Universe Theme Park, and Sea Life Aquarium. This comfortable private room is mainly created for non-complicated and friendly people.<br /><br />We Offer: Small private room with bunk bed. Full (double) bed & twin (single) bed to accommodate 1 to 3 guests.","Guests will be located close to everything in a very safe neighborhood. The area is very unique where you can encounter very cool findings (Restaurants, coffee shops, vintage stores, etc.) You'll be located two blocks away from the Palisade Ave. & Prospect St. bus stops, where you will be able to easily take buses to many tourists attractions.<br /><br />** Visit the ""One World Observatory"" and get great deals by visiting the following link -  https://oneworldobservatory.com/?promoCode=ABB23 **<br /><br />The following popular places are VERY accessible (By train, bus, or walking):<br /><br />- Pershing Field Park (Pool, Tennis, Picnic, 2 Baseball Fields, Jogging Track) *Walking Distance.<br />- River View Park (Great view and to take pictures of New York) *Walking Distance.<br />- Loew's Jersey Theater *Walking distance\bus<br />- Liberty State Park (Here you can see an up close of the Statue of Liberty and\or even take the ferry to the Island itself) *Bus\Train<br />- Liberty Science",https://a0.muscache.com/pictures/32842e8f-737f-4a6d-8675-364a483e8857.jpg,40.73804,-74.0517,Private room in home,3,1.5,1.5 shared baths,1,2,"[""Keypad"", ""Wifi"", ""Hot water"", ""Dining table"", ""Refrigerator"", ""Lock on bedroom door"", ""Patio or balcony"", ""Self check-in"", ""Stove"", ""Outdoor furniture"", ""Heating"", ""Bed linens"", ""Wine glasses"", ""Toaster"", ""Paid parking off premises"", ""Hangers"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Oven"", ""Carbon monoxide alarm"", ""Essentials"", ""Shower gel"", ""Microwave"", ""Window AC unit"", ""Smoke alarm"", ""Kitchen"", ""55 inch HDTV with Netflix"", ""Backyard"", ""Cooking basics""]",112,110,11,0,4.61,4.7,4.66,4.84,4.79,4.49,4.61,t,1.16,New Jersey
16965564,https://www.airbnb.com/rooms/16965564,Cozy Studio Minutes to NY in Historic Neighborhood,"Studio apartment in historic rear building close to 2 ferries and Path train to Manhattan (7 minute walk to the Path, 4 minutes to each of the ferries).  Located in a quiet rear building in the historic Paulus Hook neighborhood, this apartment is on the 1st floor (the owners live on the top two floors).  The apartment has a full kitchen and wifi, and is entered through a lovely courtyard garden that guests can enjoy in good weather, which has chairs and a picnic table.","Cozy Studio Minutes to NY in Historic NeighborhoodStudio apartment in historic rear building close to 2 ferries and Path train to Manhattan (7 minute walk to the Path, 4 minutes to each of the ferries).  Located in a quiet rear building in the historic Paulus Hook neighborhood, this apartment is on the 1st floor (the owners live on the top two floors).  The apartment has a full kitchen and wifi, and is entered through a lovely courtyard garden that guests can enjoy in good weather, which has chairs and a picnic table.","Paulus Hook is in Downtown Jersey City, minutes from Manhattan. There are many restaurants, bars and coffee shops in the area.",https://a0.muscache.com/pictures/f9e9bd9d-50a1-4503-8cc5-2d1e7f805274.jpg,40.71349,-74.03892,Entire rental unit,2,1,1 bath,1,1,"[""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Hair dryer"", ""Shampoo"", ""Self check-in"", ""Heating"", ""Private entrance"", ""Hangers"", ""Lockbox"", ""Iron"", ""Dishes and silverware"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Smoke alarm"", ""Kitchen""]",136,416,30,2,4.96,4.98,4.96,4.97,4.97,4.93,4.89,f,4.33,New Jersey
17122499,https://www.airbnb.com/rooms/17122499,"Charming Bright Apartment, Parking, 25 mins to NYC","Monthly renters welcome.  Stay in this charming, sun drenched apartment located in the booming Journal Square neighborhood of Jersey City, just minutes away from New York City.  Parking in private driveway.  The apartment features a queen bed, leather sofa, a full kitchen, in building laundry, high speed WiFi, and a 42â€ LED TV. Bus to NYC around the corner, and PATH train to Manhattan is a 15 minute walk away.  Located in a multi unit building.","Charming Bright Apartment, Parking, 25 mins to NYCMonthly renters welcome.  Stay in this charming, sun drenched apartment located in the booming Journal Square neighborhood of Jersey City, just minutes away from New York City.  Parking in private driveway.  The apartment features a queen bed, leather sofa, a full kitchen, in building laundry, high speed WiFi, and a 42â€ LED TV. Bus to NYC around the corner, and PATH train to Manhattan is a 15 minute walk away.  Located in a multi unit building.","Journal Square is a business district, residential area, and transportation hub in Jersey City, New Jersey, which takes its name from the newspaper Jersey Journal whose headquarters were located there. Conveniently located 20 minutes from Manhattan by either train or bus.",https://a0.muscache.com/pictures/477b8d57-d364-48dd-81bf-7f388c8eb1dd.jpg,40.7434,-74.05907,Entire rental unit,2,1,1 bath,1,1,"[""Free dryer \u2013 In building"", ""Wifi"", ""Hot water"", ""Conditioner"", ""Free washer \u2013 In building"", ""Refrigerator"", ""Hair dryer"", ""Coffee"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Stove"", ""Heating"", ""Baking sheet"", ""Bed linens"", ""Fire extinguisher"", ""Private entrance"", ""Smart lock"", ""Wine glasses"", ""Toaster"", ""Hangers"", ""Body soap"", ""TV"", ""First aid kit"", ""Iron"", ""Dedicated workspace"", ""Air conditioning"", ""Dishes and silverware"", ""Oven"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Rice maker"", ""Free driveway parking on premises"", ""Kitchen"", ""Backyard"", ""Cooking basics""]",173,305,19,0,4.83,4.9,4.8,4.96,4.97,4.69,4.76,f,3.19,New Jersey
17185572,https://www.airbnb.com/rooms/17185572,Bright Big room Queen size bed 7 min to PATH WIFI,This is a Big Bright house located only 7 walking min to Journal Square PATH in the heart of Jersey City. Very convenient for NYcity commuters. 10 min Path ride to WTC and 20 min PATH ride to midtown Manhattan. (Macy's and 33 street / 6 ave stop),Bright Big room Queen size bed 7 min to PATH WIFIThis is a Big Bright house located only 7 walking min to Journal Square PATH in the heart of Jersey City. Very convenient for NYcity commuters. 10 min Path ride to WTC and 20 min PATH ride to midtown Manhattan. (Macy's and 33 street / 6 ave stop),"Lots of Groceries, small family owned restaurants and short walk to PATH. And in minutes you are in NYcity",https://a0.muscache.com/pictures/870aa4a8-d071-4eac-912a-94129fed2600.jpg,40.73216,-74.05622,Private room in home,2,2,2 shared baths,1,1,"[""Keypad"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Lock on bedroom door"", ""Hair dryer"", ""Self check-in"", ""Stove"", ""Heating"", ""Bed linens"", ""Private entrance"", ""Paid parking off premises"", ""Hangers"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Oven"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Microwave"", ""Window AC unit"", ""Coffee maker"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics""]",43,76,6,0,4.41,4.76,4.51,4.93,4.82,4.63,4.53,f,0.8,New Jersey
17272807,https://www.airbnb.com/rooms/17272807,Cosmopolitan in the Heart of Jersey City - Heights,"Spacious apartment perfect for your stay! The offered space is great for long or short stays, with all the amenities and comforts of home. With large, clean bedrooms with great natural lighting yet private and comfortable, and a spacious eat-in kitchen, you will feel at home and comfortable during your stay! We are within walking distance of the light rail station, which can link you to downtown, nearby Hoboken,  and NYC There are also 2 beautiful parks with a view just blocks from your staying.","Cosmopolitan in the Heart of Jersey City - HeightsSpacious apartment perfect for your stay! The offered space is great for long or short stays, with all the amenities and comforts of home. With large, clean bedrooms with great natural lighting yet private and comfortable, and a spacious eat-in kitchen, you will feel at home and comfortable during your stay! We are within walking distance of the light rail station, which can link you to downtown, nearby Hoboken,  and NYC There are also 2 beautiful parks with a view just blocks from your staying.","Jersey City Heights, often simply called The Heights, is a pleasant, somewhat densely packed residential neighborhood in the northern section of Jersey City, which in turn is the second largest city in the state of New Jersey.<br /><br />Homes in the area can be most often found in the two- and three-family detached houses which sit on small lots and which dominate the housing stock here, or in the low-rise apartment buildings that also are a considerable presence in the neighborhood. There are also more than a few stately old Victorian and Edwardian houses scattered throughout the streets of the Heights with rental apartments within, especially on Sherman Place and Summit Avenue.<br /><br />Rental apartments in The Heights are generally considered to be located in the area that's bordered to the south by the Bergen Arches rail tracks  and The Divided Highway (also known as the Pulaski Skyway, or Route 139); to the east by Palisade Avenue (and the city of Hoboken); to the north by Patt",https://a0.muscache.com/pictures/e0cf0df5-c7b8-47ed-a6d9-c69c5f307361.jpg,40.75073,-74.04889,Entire rental unit,6,1,1 bath,1,3,"[""Clothing storage: dresser"", ""Crib"", ""42 inch HDTV with standard cable"", ""Cleaning available during stay"", ""Hot water"", ""Dining table"", ""Conditioner"", ""Refrigerator"", ""Hair dryer"", ""Washer \u2013\u00a0In building"", ""Coffee"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Trash compactor"", ""Fast wifi \u2013 52 Mbps"", ""Heating"", ""Freezer"", ""Bed linens"", ""Fire extinguisher"", ""Private entrance"", ""Wine glasses"", ""Toaster"", ""Hangers"", ""Body soap"", ""First aid kit"", ""Free street parking"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Oven"", ""Lockbox"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Dryer \u2013 In building"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel"", ""Microwave"", ""Frigidaire gas stove"", ""Paid parking on premises"", ""Window AC unit"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Backyard"", ""Cooking basics""]",89,109,27,1,4.34,4.44,4.51,4.68,4.73,4.44,4.47,t,1.15,New Jersey
17287440,https://www.airbnb.com/rooms/17287440,Arts District Studio minutes from Manhattan,"About our Arts District Basement Studio - You will arrive to flowers, pastries, bottled water, coffee beans and a French press. The bed is new with high thread count sheets and extra pillows. You are down the street from live music venues, great burgers, vegan food, bars and coffee shops. It's an easy 20+ minute trip to NYC via public transportation. And you are across the street from a 22-acre Washington Park. Guest street parking can be obtained for you upon request.","Arts District Studio minutes from ManhattanAbout our Arts District Basement Studio - You will arrive to flowers, pastries, bottled water, coffee beans and a French press. The bed is new with high thread count sheets and extra pillows. You are down the street from live music venues, great burgers, vegan food, bars and coffee shops. It's an easy 20+ minute trip to NYC via public transportation. And you are across the street from a 22-acre Washington Park. Guest street parking can be obtained for you upon request.",For more popular local places please see below Here are a few local groups in our thriving community: <br />Washington Park Association of Hudson County<br />Riverview Neighborhood Association<br />Farms in the Heights<br />Riverview Arts District<br />Heightspace<br /><br />Every Sunday May-November there's a great farmers market a few blocks away in Riverview Fisk Park from 10 am to 2 pm.,https://a0.muscache.com/pictures/3abc2e74-c640-46d6-a847-935401785109.jpg,40.74991,-74.03936,Entire rental unit,2,1,1 bath,1,1,"[""Adveda body soap"", ""Free dryer \u2013 In unit"", ""Keypad"", ""TV with standard cable"", ""Hot water"", ""Dining table"", ""Refrigerator"", ""Hair dryer"", ""Coffee"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Stove"", ""Free washer \u2013 In unit"", ""Heating"", ""Clothing storage: closet and dresser"", ""Paid street parking off premises"", ""Baking sheet"", ""Freezer"", ""Bed linens"", ""Portable fans"", ""Fire extinguisher"", ""Private entrance"", ""Wine glasses"", ""Toaster"", ""Dishwasher"", ""Hangers"", ""Hot water kettle"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Oven"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Central air conditioning"", ""Microwave"", ""Coffee maker"", ""Smoke alarm"", ""Kitchen"", ""Fast wifi \u2013 57 Mbps"", ""Cooking basics""]",200,151,24,3,4.93,4.95,4.99,4.97,4.97,4.82,4.91,t,1.61,New Jersey
17317408,https://www.airbnb.com/rooms/17317408,"2 Bedroom Apartment, 1 Min from Grove Street PATH","This apartment is professionally managed by Furnished Quarters, the largest independently owned and operated supplier of short-term furnished housing with over 25 years of experience in the industry. This luxury community redefines sophisticated urban living with the comfort and style of home. Building amenities include a 24-hour doorman, fitness center, outdoor pool and resident lounge. Situated near the PATH train, Grove Pointe provides convenient commutes to NYC and other parts of New Jersey.","2 Bedroom Apartment, 1 Min from Grove Street PATHThis apartment is professionally managed by Furnished Quarters, the largest independently owned and operated supplier of short-term furnished housing with over 25 years of experience in the industry. This luxury community redefines sophisticated urban living with the comfort and style of home. Building amenities include a 24-hour doorman, fitness center, outdoor pool and resident lounge. Situated near the PATH train, Grove Pointe provides convenient commutes to NYC and other parts of New Jersey.","Jersey City is the second most populous city in the state of New Jersey. Located just across the Hudson River from Lower Manhattan, itâ€™s part of the New York metropolitan area. The cityâ€™s architecture ranges from Industrial Age homes to classic brownstones to modern high rises. Downtown Jersey City, a major historical district, overlooks the Manhattan skyline. The waterfront section of the city is nicknamed â€œWall Street Westâ€ for being home to several employers in the financial services, securities and insurance industries. The lofty office buildings, including the highly distinctive Goldman Sachs Tower, create a stunning skyline. With its proximity to Manhattan, Jersey City is popular among young professionals working in New York City looking for an alternative to living in one of the five boroughs. It is also one of the most ethnically diverse cities in the world, with large populations of Hispanic, Asian and Indian Americans. The Port Authority Trans-Hudson (PATH) train, a 24-hour s",https://a0.muscache.com/pictures/prohost-api/Hosting-17317408/original/f79ebbfa-61e4-4f5a-9040-51a996641c88.png,40.71941,-74.04303,Entire rental unit,5,2,2 baths,2,2,"[""Free dryer \u2013 In unit"", ""TV with standard cable"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Hair dryer"", ""Shampoo"", ""Stove"", ""Free washer \u2013 In unit"", ""Heating"", ""Bed linens"", ""Pool"", ""Dishwasher"", ""Hangers"", ""Gym"", ""Iron"", ""Dedicated workspace"", ""Air conditioning"", ""Dishes and silverware"", ""Oven"", ""Carbon monoxide alarm"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Smoke alarm"", ""Pets allowed"", ""Kitchen"", ""Cooking basics""]",260,3,0,0,5,5,5,5,5,5,5,t,0.03,New Jersey
17368610,https://www.airbnb.com/rooms/17368610,Downtown Jersey City  - 5 minute train ride to NYC,"Private 1 bedroom apartment located in prime historic downtown Jersey City close to all amenities and transportation.   <br />The apartment has one bedroom with a full size bed, one bathroom with a shower/tub, a full kitchen and a living room with a TV. Only two short  train stops to the World Trade Center station in Manhattan and three blocks away from many cafes, bars, markets and beautiful Hamilton Park.","Downtown Jersey City  - 5 minute train ride to NYCPrivate 1 bedroom apartment located in prime historic downtown Jersey City close to all amenities and transportation.   <br />The apartment has one bedroom with a full size bed, one bathroom with a shower/tub, a full kitchen and a living room with a TV. Only two short  train stops to the World Trade Center station in Manhattan and three blocks away from many cafes, bars, markets and beautiful Hamilton Park.","Located in the lovely historic  Harisimus Cove neighborhood near Hamilton Park and Newark Ave which is lined with restaurants, bars, music venues and shops.",https://a0.muscache.com/pictures/hosting/Hosting-17368610/original/0214ef04-50e8-4e50-891e-c339e9a4eef1.png,40.72259,-74.04606,Entire rental unit,2,1,1 bath,1,1,"[""Wifi"", ""Hot water"", ""Refrigerator"", ""Hair dryer"", ""Brandless body soap"", ""Shampoo"", ""Coffee"", ""Self check-in"", ""Stove"", ""Heating"", ""Brandless conditioner"", ""Baking sheet"", ""Clothing storage"", ""Freezer"", ""Bed linens"", ""Fire extinguisher"", ""Private entrance"", ""Wine glasses"", ""Toaster"", ""Paid parking off premises"", ""Hangers"", ""TV"", ""First aid kit"", ""Hot water kettle"", ""Lockbox"", ""Iron"", ""Dishes and silverware"", ""Oven"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel"", ""Microwave"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Cooking basics"", ""Books and reading material""]",123,438,39,3,4.82,4.91,4.88,4.97,4.96,4.89,4.82,f,4.61,New Jersey
17464142,https://www.airbnb.com/rooms/17464142,Private Cozy room WiFi 8min walk PATH 15min to NYc,This is a Big Bright house located only 8 walking min to Journal Square PATH in the heart of Jersey City. Very convenient for NYcity commuters. 10 min Path ride to WTC and 20 min PATH ride to midtown Manhattan. (Macy's and 33 street / 6 ave stop),Private Cozy room WiFi 8min walk PATH 15min to NYcThis is a Big Bright house located only 8 walking min to Journal Square PATH in the heart of Jersey City. Very convenient for NYcity commuters. 10 min Path ride to WTC and 20 min PATH ride to midtown Manhattan. (Macy's and 33 street / 6 ave stop),"Lots of Groceries, small family owned restaurants and short walk to PATH. And in minutes you are in NYcity<br /><br />Downtown Jersey City has great restaurants, Hip bars, and shops all within walking distance. There are parks nearby as well. Liberty Park is short walking distance with Amazing view of NY city downtown and Statue of Liberty. You can walk to the waterfront of Jersey City. You will get spectacular views of Manhattan Midtown and downtown. A large shopping Newport mall is in Newport area of Jersey City",https://a0.muscache.com/pictures/959d4a31-6f94-4f6e-80d7-e9e1a4e9d423.jpg,40.73172,-74.05582,Private room in home,1,2,2 shared baths,1,1,"[""Keypad"", ""Wifi"", ""Hot water"", ""Dining table"", ""Refrigerator"", ""Lock on bedroom door"", ""Hair dryer"", ""Self check-in"", ""Stove"", ""Heating"", ""Clothing storage: closet"", ""Freezer"", ""Bed linens"", ""Toaster"", ""Paid parking off premises"", ""Hangers"", ""Hot water kettle"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Oven"", ""Cleaning products"", ""Coffee maker: drip coffee maker"", ""Extra pillows and blankets"", ""Essentials"", ""Microwave"", ""Window AC unit"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Cooking basics""]",19,45,4,0,4.6,4.64,4.49,4.84,4.59,4.67,4.6,f,0.48,New Jersey
17478644,https://www.airbnb.com/rooms/17478644,"99 ""1"" Big room right by JSQ PAth train/FAST WIFI",Big Private room for up to 3 people.<br /><br />Perfect location by Journal square for all public transportation. <br />Coffee shops and restaurants by the house.<br /><br />The space is deep sanitized with bleach-based products.,"99 ""1"" Big room right by JSQ PAth train/FAST WIFIBig Private room for up to 3 people.<br /><br />Perfect location by Journal square for all public transportation. <br />Coffee shops and restaurants by the house.<br /><br />The space is deep sanitized with bleach-based products.","Journal Square is a vibrant and bustling neighborhood, known for its central transportation hub and rich cultural heritage.<br /><br />At the heart of Journal Square is the Journal Square Transportation Center, a major transportation hub connecting various forms of transit, including buses, trains, and PATH (Port Authority Trans-Hudson) trains. This central location makes it a convenient hub for commuting to New York City and other parts of New Jersey, attracting a diverse range of residents and visitors.<br />Journal Square is a melting pot of cultures, offering a vibrant tapestry of ethnic diversity. This is reflected in the variety of cuisines, shops, and markets found throughout the neighborhood. From Indian and Middle Eastern eateries to Latin American and Caribbean flavors, there is no shortage of culinary delights to explore. You can also find an array of local shops, markets, and specialty stores that cater to diverse tastes and preferences.<br />The neighborhood is also home t",https://a0.muscache.com/pictures/f8a455e4-c941-4432-b24b-7f25442c0e64.jpg,40.73279,-74.05625,Private room in home,3,2,2 shared baths,1,2,"[""Keypad"", ""40 inch HDTV with Roku"", ""Wifi"", ""Hot water"", ""Dining table"", ""Refrigerator"", ""Lock on bedroom door"", ""Hair dryer"", ""Long term stays allowed"", ""Self check-in"", ""Stove"", ""Heating"", ""Clothing storage: closet"", ""Paid parking lot off premises"", ""Baking sheet"", ""Freezer"", ""Bed linens"", ""Private entrance"", ""Toaster"", ""Hangers"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace"", ""Dishes and silverware"", ""Oven"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Microwave"", ""Window AC unit"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Cooking basics""]",49,68,4,1,4.56,4.76,4.57,4.96,4.93,4.71,4.57,f,0.72,New Jersey
